vid_url,frame,video_timestamp,timer_value,timer_timestamp
https://www.youtube.com/watch?v=UzHtbjtT8hE,5760,0.0:3.0:12.0,144785.0,40:13:05
https://www.youtube.com/watch?v=UzHtbjtT8hE,5790,0.0:3.0:13.0,144783.0,40:13:03
https://www.youtube.com/watch?v=UzHtbjtT8hE,5820,0.0:3.0:14.0,144782.0,40:13:02
https://www.youtube.com/watch?v=UzHtbjtT8hE,5850,0.0:3.0:15.0,144781.0,40:13:01
https://www.youtube.com/watch?v=UzHtbjtT8hE,5880,0.0:3.0:16.0,144780.0,40:13:00
https://www.youtube.com/watch?v=UzHtbjtT8hE,5910,0.0:3.0:17.0,144789.0,40:13:09
https://www.youtube.com/watch?v=UzHtbjtT8hE,5940,0.0:3.0:18.0,144788.0,40:13:08
https://www.youtube.com/watch?v=UzHtbjtT8hE,5970,0.0:3.0:19.0,144787.0,40:13:07
https://www.youtube.com/watch?v=UzHtbjtT8hE,6000,0.0:3.0:20.0,144786.0,40:13:06
https://www.youtube.com/watch?v=UzHtbjtT8hE,6030,0.0:3.0:21.0,144785.0,40:13:05
https://www.youtube.com/watch?v=UzHtbjtT8hE,6060,0.0:3.0:22.0,144791.0,40:13:11
https://www.youtube.com/watch?v=UzHtbjtT8hE,6090,0.0:3.0:23.0,144792.0,40:13:12
https://www.youtube.com/watch?v=UzHtbjtT8hE,6120,0.0:3.0:24.0,144791.0,40:13:11
https://www.youtube.com/watch?v=UzHtbjtT8hE,6150,0.0:3.0:25.0,144790.0,40:13:10
https://www.youtube.com/watch?v=UzHtbjtT8hE,6180,0.0:3.0:26.0,144789.0,40:13:09
https://www.youtube.com/watch?v=UzHtbjtT8hE,6210,0.0:3.0:27.0,144788.0,40:13:08
https://www.youtube.com/watch?v=UzHtbjtT8hE,6240,0.0:3.0:28.0,144787.0,40:13:07
https://www.youtube.com/watch?v=UzHtbjtT8hE,6270,0.0:3.0:29.0,144786.0,40:13:06
https://www.youtube.com/watch?v=UzHtbjtT8hE,6300,0.0:3.0:30.0,144785.0,40:13:05
https://www.youtube.com/watch?v=UzHtbjtT8hE,6330,0.0:3.0:31.0,144784.0,40:13:04
https://www.youtube.com/watch?v=UzHtbjtT8hE,6360,0.0:3.0:32.0,144782.0,40:13:02
https://www.youtube.com/watch?v=UzHtbjtT8hE,6390,0.0:3.0:33.0,144781.0,40:13:01
https://www.youtube.com/watch?v=UzHtbjtT8hE,6420,0.0:3.0:34.0,144780.0,40:13:00
https://www.youtube.com/watch?v=UzHtbjtT8hE,6450,0.0:3.0:35.0,144779.0,40:12:59
https://www.youtube.com/watch?v=UzHtbjtT8hE,6480,0.0:3.0:36.0,144778.0,40:12:58
https://www.youtube.com/watch?v=UzHtbjtT8hE,6510,0.0:3.0:37.0,144777.0,40:12:57
https://www.youtube.com/watch?v=UzHtbjtT8hE,6540,0.0:3.0:38.0,144776.0,40:12:56
https://www.youtube.com/watch?v=UzHtbjtT8hE,6570,0.0:3.0:39.0,144775.0,40:12:55
https://www.youtube.com/watch?v=UzHtbjtT8hE,6600,0.0:3.0:40.0,144774.0,40:12:54
https://www.youtube.com/watch?v=UzHtbjtT8hE,6630,0.0:3.0:41.0,144773.0,40:12:53
https://www.youtube.com/watch?v=UzHtbjtT8hE,6660,0.0:3.0:42.0,144771.0,40:12:51
https://www.youtube.com/watch?v=UzHtbjtT8hE,6690,0.0:3.0:43.0,144770.0,40:12:50
https://www.youtube.com/watch?v=UzHtbjtT8hE,6720,0.0:3.0:44.0,144769.0,40:12:49
https://www.youtube.com/watch?v=UzHtbjtT8hE,6750,0.0:3.0:45.0,144768.0,40:12:48
https://www.youtube.com/watch?v=UzHtbjtT8hE,6780,0.0:3.0:46.0,144767.0,40:12:47
https://www.youtube.com/watch?v=UzHtbjtT8hE,6810,0.0:3.0:47.0,144766.0,40:12:46
https://www.youtube.com/watch?v=UzHtbjtT8hE,6840,0.0:3.0:48.0,144765.0,40:12:45
https://www.youtube.com/watch?v=UzHtbjtT8hE,6870,0.0:3.0:49.0,144764.0,40:12:44
https://www.youtube.com/watch?v=UzHtbjtT8hE,6900,0.0:3.0:50.0,144763.0,40:12:43
https://www.youtube.com/watch?v=UzHtbjtT8hE,6930,0.0:3.0:51.0,144761.0,40:12:41
https://www.youtube.com/watch?v=UzHtbjtT8hE,6960,0.0:3.0:52.0,144760.0,40:12:40
https://www.youtube.com/watch?v=UzHtbjtT8hE,6990,0.0:3.0:53.0,144759.0,40:12:39
https://www.youtube.com/watch?v=UzHtbjtT8hE,7020,0.0:3.0:54.0,144758.0,40:12:38
https://www.youtube.com/watch?v=UzHtbjtT8hE,7050,0.0:3.0:55.0,144757.0,40:12:37
https://www.youtube.com/watch?v=UzHtbjtT8hE,7080,0.0:3.0:56.0,144756.0,40:12:36
https://www.youtube.com/watch?v=UzHtbjtT8hE,7110,0.0:3.0:57.0,144755.0,40:12:35
https://www.youtube.com/watch?v=UzHtbjtT8hE,7140,0.0:3.0:58.0,144754.0,40:12:34
https://www.youtube.com/watch?v=UzHtbjtT8hE,7170,0.0:3.0:59.0,144753.0,40:12:33
https://www.youtube.com/watch?v=UzHtbjtT8hE,7200,0.0:4.0:0.0,144752.0,40:12:32
https://www.youtube.com/watch?v=UzHtbjtT8hE,7230,0.0:4.0:1.0,144750.0,40:12:30
https://www.youtube.com/watch?v=UzHtbjtT8hE,7260,0.0:4.0:2.0,144749.0,40:12:29
https://www.youtube.com/watch?v=UzHtbjtT8hE,7290,0.0:4.0:3.0,144748.0,40:12:28
https://www.youtube.com/watch?v=UzHtbjtT8hE,7320,0.0:4.0:4.0,144747.0,40:12:27
https://www.youtube.com/watch?v=UzHtbjtT8hE,7350,0.0:4.0:5.0,144746.0,40:12:26
https://www.youtube.com/watch?v=UzHtbjtT8hE,7380,0.0:4.0:6.0,144745.0,40:12:25
https://www.youtube.com/watch?v=UzHtbjtT8hE,7410,0.0:4.0:7.0,144745.0,40:12:25
https://www.youtube.com/watch?v=UzHtbjtT8hE,7440,0.0:4.0:8.0,144753.0,40:12:33
https://www.youtube.com/watch?v=UzHtbjtT8hE,7470,0.0:4.0:9.0,144752.0,40:12:32
https://www.youtube.com/watch?v=UzHtbjtT8hE,7500,0.0:4.0:10.0,144751.0,40:12:31
https://www.youtube.com/watch?v=UzHtbjtT8hE,7530,0.0:4.0:11.0,144749.0,40:12:29
https://www.youtube.com/watch?v=UzHtbjtT8hE,7560,0.0:4.0:12.0,144748.0,40:12:28
https://www.youtube.com/watch?v=UzHtbjtT8hE,7590,0.0:4.0:13.0,144747.0,40:12:27
https://www.youtube.com/watch?v=UzHtbjtT8hE,7620,0.0:4.0:14.0,144746.0,40:12:26
https://www.youtube.com/watch?v=UzHtbjtT8hE,7650,0.0:4.0:15.0,-1.0,
https://www.youtube.com/watch?v=UzHtbjtT8hE,7680,0.0:4.0:16.0,-1.0,
https://www.youtube.com/watch?v=UzHtbjtT8hE,7710,0.0:4.0:17.0,-1.0,
https://www.youtube.com/watch?v=UzHtbjtT8hE,7740,0.0:4.0:18.0,-1.0,
https://www.youtube.com/watch?v=UzHtbjtT8hE,7770,0.0:4.0:19.0,-1.0,
https://www.youtube.com/watch?v=UzHtbjtT8hE,7800,0.0:4.0:20.0,-1.0,
https://www.youtube.com/watch?v=UzHtbjtT8hE,7830,0.0:4.0:21.0,-1.0,
https://www.youtube.com/watch?v=UzHtbjtT8hE,7860,0.0:4.0:22.0,-1.0,
